(Parent) ASIN,(Child) ASIN,Title,Sessions,Session Percentage,Page Views,Page Views Percentage,Featured Offer (Buy Box) Percentage,Units Ordered,Units Ordered - B2B,Unit Session Percentage,Unit Session Percentage - B2B,Ordered Product Sales,Ordered Product Sales - B2B,Total Order Items,Total Order Items - B2B
B07DZVYBBW,B07M6LX7J5,"KASENTEX Quilt-Bedding-Coverlet-Blanket-Set, Machine Washable, Ultra Soft, Lightweight, Stone-Washed, Detailed Stitching - Solid Color (Grey Blue, Oversized King + 2 King Shams)","6,101",0.22%,"8,067",0.23%,98.02%,388,2,6.36%,0.03%,"$28,114.83",$128.78,386,2
B077XSRDTN,B077NZ92CR,"KASENTEX Quilt Coverlet-Bedspread-Set + Two Shams, Ultra Soft, Machine Washable, Lightweight, All Season Comforter, Nostalgic Design-Solid Color, King + 2 King, Grey","12,211",0.45%,"15,467",0.45%,96.79%,388,9,3.18%,0.07%,"$24,068.23",$559.35,385,9
B08JHC8FSB,B08JHD45M8,"KASENTEX Seersucker All Season Quilted Down Alternative Comforter, Reversible, Fluffy Ultra Soft Plush Luxury Brushed Microfiber Bedding Duvet Insert, Dark Grey, Queen Size","7,163",0.26%,"8,821",0.25%,92.82%,384,2,5.36%,0.03%,"$19,684.85",$103.93,381,2
B08BPKL25H,B08BPKNHKV,"KASENTEX 7 Piece Bed in A Bag Premium Brushed Microfiber Comforter Bedding Set – Reversible with Down Alternative Filling and Attractive Colors, Full/Queen, Cream Pink","9,118",0.34%,"11,077",0.32%,99.18%,383,2,4.20%,0.02%,"$26,505.81",$139.98,379,2
B07DZVYBBW,B07DZTRS5W,"KASENTEX Quilt Mini Set-Stone Washed-Super Soft Bedspread-Light Weight-White Down Alternative Microfiber Fill-Machine Washable-Solid Colors, 2 King Shams, Blue, King + 2 King","19,555",0.72%,"24,065",0.69%,98.35%,380,10,1.94%,0.05%,"$23,105.03",$615.78,376,9
B07DZVYBBW,B07DZSHP6S,"KASENTEX Quilt Mini Set-Stone Washed-Super Soft Bedspread-Light Weight-White Down Alternative Microfiber Fill-Machine Washable-Solid Colors, Full/Queen + 2 Shams, Blue","15,316",0.56%,"19,557",0.56%,88.87%,383,2,2.50%,0.01%,"$21,104.00",$109.98,371,2
B07JDJ2RDX,B07JVQ2H43,"KASENTEX Plush Poly Velvet Lavish Design Quilt Set with Reversible Shu Velveteen Sherpa - Luxurious Bedding Soft & Warm Comforter Machine Washable Comforter (Rosy Mauve, Queen + 2 Shams)","12,825",0.47%,"16,673",0.48%,94.91%,374,3,2.92%,0.02%,"$22,974.28",$179.97,367,2
B07DZVYBBW,B07MBBY8DH,"KASENTEX Quilt-Bedding-Coverlet-Blanket-Set, Machine Washable, Ultra Soft, Lightweight, Stone-Washed, Detailed Stitching - Solid Color (Ivory, Oversized Queen + 2 Shams)","6,942",0.26%,"8,719",0.25%,95.69%,402,5,5.79%,0.07%,"$25,820.81",$335.82,367,5
B08JHC8FSB,B08JHCSHMK,"KASENTEX Seersucker All Season Quilted Down Alternative Comforter, Reversible, Fluffy Ultra Soft Plush Luxury Brushed Microfiber Bedding Duvet Insert, Light White, Queen Size","6,468",0.24%,"8,049",0.23%,92.84%,375,5,5.80%,0.08%,"$18,848.39",$255.13,357,5
B077XSRDTN,B077NW1WVP,"KASENTEX Quilt-Coverlet-Bedspread-Blanket-Set + Two Shams, Ultra Soft, Machine Washable, Lightweight, All-Season, Nostalgic Design - Solid Color (King + 2 Shams, Green)","9,940",0.37%,"12,773",0.37%,97.45%,359,4,3.61%,0.04%,"$22,280.66",$237.56,354,4
B088ZGT8GM,B088W9RRW5,"KASENTEX Luxurious Soft Royal Blue Floral – Coastal Embroidery Cotton Quilt – Machine Washable, Full/Queen 90x96”, Coastal Blue","10,424",0.38%,"13,792",0.40%,99.09%,363,3,3.48%,0.03%,"$32,340.31",$268.17,353,3
B08BPKL25H,B08BPKC1N1,"KASENTEX 5 Piece Bed in A Bag Premium Brushed Microfiber Comforter Bedding Set – Reversible with Down Alternative Filling and Attractive Colors, Twin/Twin XL, Derby Navy","7,569",0.28%,"9,097",0.26%,97.58%,409,22,5.40%,0.29%,"$22,411.57","$1,200.52",353,14
B07XJQSD53,B07X1V173Y,"KASENTEX All Season Down Alternative Quilted Comforter Set - Reversible Duvet Insert - Machine Washable (Rose/Beige, Twin Set)","5,391",0.20%,"7,727",0.22%,99.11%,379,1,7.03%,0.02%,"$16,966.98",$48.26,350,1
B08BPKL25H,B08BPKLMQ7,"KASENTEX 5 Piece Bed in A Bag Premium Brushed Microfiber Comforter Bedding Set – Reversible with Down Alternative Filling and Attractive Colors, Twin/Twin XL, Alaskan Blue","10,237",0.38%,"12,377",0.36%,97.65%,373,9,3.64%,0.09%,"$20,030.11",$459.77,350,8
B0992MZWKY,B089WG4YM3,"KASENTEX 2-Tone Reversible Comforter Set with Plush Down Alternative Filling - Fluffy, Ultra Soft, and Machine Washable Bedding Duvet Insert, Queen, Mimosa Yellow/Victorian Silver","7,902",0.29%,"9,792",0.28%,95.79%,352,3,4.45%,0.04%,"$20,965.77",$170.25,349,3
B08JHF6BYW,B0948B189Z,"KASENTEX Luxury Plush Sherpa Comforter, Cozy Reversible Faux Fur Machine Washable Bedding, Bright White, King Size","4,122",0.15%,"5,040",0.15%,97.50%,356,3,8.64%,0.07%,"$24,513.24",$209.27,347,3
B08JHC8FSB,B08JHCFB2C,"KASENTEX Seersucker All Season Quilted Down Alternative Comforter, Reversible, Fluffy Ultra Soft Plush Luxury Brushed Microfiber Bedding Duvet Insert, Light White, King Size","5,632",0.21%,"7,149",0.21%,91.98%,355,4,6.30%,0.07%,"$19,806.09",$221.75,346,4
B098Y9Y9WG,B07HNM1MCQ,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable, Twin, Silver Cloud/Chocolate Brown","13,718",0.50%,"15,819",0.46%,94.34%,366,3,2.67%,0.02%,"$16,733.05",$140.03,340,3
B098Y9Y9WG,B07X3Y7N3V,"KASENTEX All Season Down Alternative Quilted Comforter Set - Reversible Duvet Insert - Machine Washable (Navy/Coral, King Set)","11,799",0.43%,"13,388",0.39%,99.30%,353,1,2.99%,0.01%,"$22,703.72",$65.33,333,1
B09FYD11Q4,B09FYD11Q4,"KASENTEX Luxury Adjustable Medium Firm Bed Sleep Contour Pillows – Plush Waterproof Hotel Collection Sponge Foam Pillow, White, 16x24”","2,973",0.11%,"4,057",0.12%,98.50%,332,0,11.17%,0.00%,"$28,796.80",$0.00,324,0
B07XJQSD53,B07H3B4DGM,"KASENTEX All Season Down Alternative Quilted Comforter Set with Sham(s) -Reversible Ultra Soft Duvet Insert Machine Washable, Twin, Turquoise Sea Green/Twilight Blue","3,726",0.14%,"5,590",0.16%,85.78%,357,6,9.58%,0.16%,"$15,976.98",$271.73,323,5
B08J8DN335,B08J8CV7Z4,"KASENTEX 100% Cotton Ultra Soft European Goose Down and Feather Comforter - Quilted Bedding Comforters, All Season Duvet Insert White, Twin/Twin XL Size","5,641",0.21%,"7,372",0.21%,93.39%,352,6,6.24%,0.11%,"$27,693.89",$476.74,323,6
B07XJQSD53,B08L9MYD3M,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable (White, Queen Set)","3,743",0.14%,"5,404",0.16%,99.17%,330,3,8.82%,0.08%,"$18,709.98",$171.84,321,3
B0992MZWKY,B089WGJL4N,"KASENTEX 2-Tone Reversible Comforter Set with Plush Down Alternative Filling - Fluffy, Ultra Soft, Machine Washable Bedding Duvet Insert (King Set, Sea Turtle Teal/Caribbean Blue)","6,413",0.24%,"8,020",0.23%,99.36%,322,3,5.02%,0.05%,"$22,308.59",$209.27,320,3
B0992MZWKY,B089WH3Z9J,"KASENTEX 2-Tone Reversible Comforter Set with Plush Down Alternative Filling - Fluffy, Ultra Soft and Machine Washable Bedding Duvet Insert, Twin, Mimosa Yellow/Victorian Silver","15,943",0.59%,"20,180",0.58%,95.40%,382,55,2.40%,0.34%,"$18,827.69","$2,650.95",318,14
B08JHC8FSB,B08JHFNJX7,"KASENTEX Seersucker All Season Quilted Down Alternative Comforter, Reversible, Fluffy Ultra Soft Plush Luxury Brushed Microfiber Bedding Duvet Insert, Dark Grey, King Size","4,792",0.18%,"5,795",0.17%,95.51%,315,3,6.57%,0.06%,"$17,652.19",$173.82,314,3
B07X8LTKTR,B07JBRGDR7,"KASENTEX Country-Chic Printed Pre-Washed Quilt Set - Microfiber Fabric Quilted Pattern Bedding (Multi-Blue B, King + 2 Shams)","8,351",0.31%,"10,733",0.31%,99.00%,314,3,3.76%,0.04%,"$15,821.52",$148.47,313,2
B07HHZGH13,B07HJ21SN5,"KASENTEX Luxurious Patchwork Bedspread Embroidery Coverlet 100% Cotton Quilt Machine Washable Oversize King(Blue, 120x118in)","10,344",0.38%,"16,091",0.46%,95.94%,312,6,3.02%,0.06%,"$37,903.15",$715.45,312,6
B077XSRDTN,B07PXKW1FS,"3 Piece Quilt Mini Set Ultra Soft Machine Washable Lightweight All-Season Nostalgic Design Solid Color (Full/Queen + 2 Shams, Bright Yellow)","9,852",0.36%,"12,278",0.35%,98.92%,313,4,3.18%,0.04%,"$17,859.21",$221.03,306,3
B077XSRDTN,B077NW8NCJ,"KASENTEX Quilt-Coverlet-Bedspread-Blanket-Set + Two Shams, Ultra Soft, Machine Washable, Lightweight, All-Season, Nostalgic Design - Solid Color (Queen + 2 Shams, Grey)","8,687",0.32%,"11,612",0.33%,91.35%,321,1,3.70%,0.01%,"$17,337.22",$57.01,304,1
B099FK99PS,B07HJ28RXK,"Kasentex Luxurious Quilted Embroidery Patchwork Sham Pre-Washed 100% Machine Washable(Blue, 26x20in, 2 Pieces)","3,261",0.12%,"4,971",0.14%,95.29%,334,3,10.24%,0.09%,"$13,315.47",$118.77,303,2
B077XSRDTN,B07PWHFVPD,"3 Piece Quilt Mini Set Ultra Soft Machine Washable Lightweight All-Season Nostalgic Design Solid Color (King + 2 King Shams, Bright Yellow)","13,539",0.50%,"17,014",0.49%,97.46%,306,7,2.26%,0.05%,"$19,041.28",$426.91,301,6
B07X8LTKTR,B07JCS146H,"KASENTEX Country-Chic Printed Pre-Washed Quilt Set - Microfiber Fabric Quilted Pattern Bedding (Multi-Blue A, Queen + 2 Shams)","6,899",0.25%,"8,859",0.26%,98.70%,309,5,4.48%,0.07%,"$13,928.69",$221.17,300,5
B08BPKL25H,B08BPKM5F6,"KASENTEX 7 Piece Bed in A Bag Premium Brushed Microfiber Comforter Bedding Set – Reversible with Down Alternative Filling and Attractive Colors, Full/Queen, Sea Turtle Teal","6,684",0.25%,"8,192",0.24%,98.55%,302,6,4.52%,0.09%,"$20,423.36",$389.91,299,5
B07X8LTKTR,B07JVTLGF9,"KASENTEX Country-Chic Printed Pre-Washed Quilt Set - Microfiber Fabric Quilted Pattern Bedding (Purple Floral, Twin + 1 Sham)","18,117",0.67%,"22,733",0.66%,98.05%,324,7,1.79%,0.04%,"$13,091.87",$283.77,297,7
B08JHF6BYW,B094867FBX,"KASENTEX Luxury Plush Sherpa Comforter, Cozy Reversible Faux Fur Machine Washable Bedding, Bright White, Twin/Twin XL Size","4,477",0.16%,"5,462",0.16%,96.59%,326,2,7.28%,0.04%,"$15,976.24",$99.48,293,2
B07DZVYBBW,B07DZS75CT,"KASENTEX Quilt-Bedding-Coverlet-Blanket-Set, Machine Washable, Ultra Soft, Lightweight, Stone-Washed, Detailed Stitching - Solid Color, Full/Queen + 2 Shams, Pink","11,847",0.44%,"14,351",0.41%,98.17%,295,2,2.49%,0.02%,"$16,662.40",$108.88,292,2
B07XJQSD53,B07HNKZRKP,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable, Twin, Quartz Silver/Pebble Grey","2,004",0.07%,"2,802",0.08%,89.76%,314,4,15.67%,0.20%,"$14,099.38",$180.28,284,4
B07HHZGH13,B07HJ1N2ZM,"KASENTEX Luxurious Patchwork Bedspread Embroidery Coverlet 100% Cotton Quilt Machine Washable Oversize Queen(Blue, 102x118in)","9,967",0.37%,"14,753",0.43%,93.57%,278,2,2.79%,0.02%,"$31,024.47",$226.82,276,2
B07DZVYBBW,B07M6LX3H4,"KASENTEX Quilt-Bedding-Coverlet-Blanket-Set, Machine Washable, Ultra Soft, Lightweight, Stone-Washed, Detailed Stitching - Solid Color (Blush Pink, Oversized King + 2 King Shams)","12,481",0.46%,"15,458",0.45%,98.74%,272,3,2.18%,0.02%,"$19,213.74",$208.57,272,3
B07DZVYBBW,B07F11QK3H,"KASENTEX Quilt Mini Set-Stone Washed-Super Soft Bedspread-Light Weight-White Down Alternative Microfiber Fill-Machine Washable-Solid Colors, Twin +2 Shams, Camel","15,604",0.57%,"19,266",0.56%,93.41%,338,13,2.17%,0.08%,"$16,802.41",$647.87,271,6
B07X8LTKTR,B07JD53W1B,"KASENTEX Quilt-Bedding-Coverlet Sets, Pre-Washed Colorful Microfiber Fabric Design with Shams (Multi-Blue A, King + 2 Shams)","4,449",0.16%,"5,749",0.17%,99.44%,263,4,5.91%,0.09%,"$13,084.41",$197.96,262,4
B07DZVYBBW,B07F11V589,"KASENTEX Quilt-Bedding-Coverlet-Blanket-Set, Machine Washable, Ultra Soft, Lightweight, Stone-Washed, Detailed Stitching-Solid Color, King + 2 Shams, Grey Blue","8,738",0.32%,"10,864",0.31%,94.83%,262,2,3.00%,0.02%,"$15,993.62",$110.98,261,2
B07X8LTKTR,B07JDG68GN,"KASENTEX Country-Chic Printed Pre-Washed Quilt Set - Microfiber Fabric Quilted Pattern Bedding (Multi-Blue B, Queen + 2 Shams)","9,379",0.34%,"11,547",0.33%,99.11%,265,4,2.83%,0.04%,"$12,076.57",$175.01,258,3
B08BPKL25H,B08BPJGJL8,"KASENTEX 7 Piece Bed in A Bag Premium Brushed Microfiber Comforter Bedding Set – Reversible with Down Alternative Filling and Attractive Colors, Full/Queen, Alaskan Blue","7,233",0.27%,"9,290",0.27%,93.91%,264,7,3.65%,0.10%,"$17,936.61",$462.62,257,6
B07XJQSD53,B07X3Y7N3V,"KASENTEX All Season Down Alternative Quilted Comforter Set - Reversible Duvet Insert - Machine Washable (Navy/Coral, King Set)","3,518",0.13%,"4,866",0.14%,99.18%,256,1,7.28%,0.03%,"$16,826.46",$64.99,256,1
B07X8LTKTR,B07JDKPBYJ,"Kasentex Country-Chic Printed Pre-Washed Quilt Set - Microfiber Fabric Quilted Pattern Bedding (Multi-Aqua Green, Queen + 2 Shams)","8,341",0.31%,"10,198",0.29%,99.22%,269,0,3.23%,0.00%,"$12,291.49",$0.00,249,0
B07XJQSD53,B07X522DCD,"KASENTEX All Season Down Alternative Quilted Comforter Set - Reversible Duvet Insert - Machine Washable (Navy/Coral, Queen Set)","2,612",0.10%,"3,509",0.10%,98.92%,252,2,9.65%,0.08%,"$14,101.92",$116.35,249,2
B07DZVYBBW,B07MBBXBM4,"KASENTEX Quilt-Bedding-Coverlet-Blanket-Set, Machine Washable, Ultra Soft, Lightweight, Stone-Washed, Detailed Stitching - Solid Color (Blue, Oversized Queen + 2 Shams)","10,913",0.40%,"14,113",0.41%,94.44%,254,2,2.33%,0.02%,"$16,633.24",$128.68,247,2
B088ZGT8GM,B088VPF2HF,"KASENTEX Luxurious Soft Royal Blue Floral – Coastal Embroidery Cotton Quilt – Machine Washable, King 110x96”, Coastal Blue","5,244",0.19%,"6,968",0.20%,99.10%,249,1,4.75%,0.02%,"$24,642.24",$98.99,247,1
B08JHC8FSB,B08JHC13XM,"KASENTEX Seersucker All Season Quilted Down Alternative Comforter, Reversible, Fluffy Ultra Soft Plush Luxury Brushed Microfiber Bedding Duvet Insert, Light White, Twin/Twin XL Size","6,373",0.23%,"7,812",0.23%,94.59%,275,0,4.32%,0.00%,"$11,943.36",$0.00,247,0
B07X8LTKTR,B07JBRGBW3,"KASENTEX Country-Chic Printed Pre-Washed Quilt Set - Microfiber Fabric Quilted Pattern Bedding (Multi-Pink, Queen + 2 Shams)","11,241",0.41%,"13,747",0.40%,97.88%,248,0,2.21%,0.00%,"$10,601.35",$0.00,244,0
B0992MZWKY,B089WG86VP,"KASENTEX 2-Tone Reversible Comforter Set with Plush Down Alternative Filling - Fluffy, Ultra Soft, Machine Washable Bedding Duvet Insert, Twin, Sea Turtle Teal/Caribbean Blue","9,583",0.35%,"11,985",0.35%,94.97%,353,93,3.68%,0.97%,"$17,337.99","$4,463.07",244,1
B098Y9Y9WG,B08L9PLWH4,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable (White, Twin Set)","9,838",0.36%,"11,314",0.33%,97.03%,284,8,2.89%,0.08%,"$12,764.17",$367.55,241,5
B089WFRJFX,B089WGKNKH,"KASENTEX 2-Tone Reversible Comforter Set with Plush Down Alternative Filling - Fluffy, Ultra Soft, and Machine Washable Bedding Duvet Insert, Queen, Sea Turtle Teal/Caribbean Blue","1,049",0.04%,"1,399",0.04%,98.78%,232,0,22.12%,0.00%,"$14,108.00",$0.00,232,0
B0992MZWKY,B089WGXNYQ,"KASENTEX 2-Tone Reversible Comforter Set with Plush Down Alternative Filling - Fluffy, Ultra Soft, and Machine Washable Bedding Duvet Insert, King, Mimosa Yellow/Victorian Silver","5,167",0.19%,"6,170",0.18%,99.30%,231,3,4.47%,0.06%,"$16,053.60",$207.87,231,3
B089WFRJFX,B089WGJL4N,"KASENTEX 2-Tone Reversible Comforter Set with Plush Down Alternative Filling - Fluffy, Ultra Soft, Machine Washable Bedding Duvet Insert (King Set, Sea Turtle Teal/Caribbean Blue)","1,099",0.04%,"1,549",0.04%,98.19%,231,2,21.02%,0.18%,"$16,532.91",$138.58,229,2
B0992MZWKY,B089WHYNCF,"KASENTEX 2-Tone Reversible Comforter Set with Plush Down Alternative Filling - Fluffy, Ultra Soft, and Machine Washable Bedding Duvet Insert, Queen, Moonlight Charcoal/Mist Grey","3,961",0.15%,"4,799",0.14%,98.90%,232,2,5.86%,0.05%,"$12,549.69",$119.98,229,2
B07DZVYBBW,B07FGVYMTS,Kasentex Nostalgic Design 3-Pc 100% Microfiber Bedding Set.SINGLE/TWIN Quilt + Sham. IVORY,"7,408",0.27%,"8,938",0.26%,93.56%,283,4,3.82%,0.05%,"$14,057.82",$197.96,227,4
B098Y9Y9WG,B07WZQ7Y8G,"KASENTEX All Season Down Alternative Quilted Comforter Set - Reversible Duvet Insert - Machine Washable (Navy/Coral, Twin Set)","17,183",0.63%,"19,788",0.57%,93.41%,237,3,1.38%,0.02%,"$10,906.80",$140.50,224,3
B07DZVYBBW,B07DZTG7RD,"KASENTEX Quilt Mini Set-Stone Washed-Super Soft Bedspread-Light Weight-White Down Alternative Microfiber Fill-Machine Washable-Solid Colors, Twin + 2 Shams, Grey","14,498",0.53%,"17,164",0.49%,97.32%,250,8,1.72%,0.06%,"$12,302.84",$395.92,210,4
B08BPKL25H,B08BPJGDTK,"KASENTEX 7 Piece Bed in A Bag Premium Brushed Microfiber Comforter Bedding Set – Reversible with Down Alternative Filling and Attractive Colors, Full/Queen, Derby Navy","5,344",0.20%,"6,313",0.18%,98.86%,217,7,4.06%,0.13%,"$14,809.38",$469.55,210,6
B09DR7GMYC,B09DGSVBKC,"KASENTEX Light Weight All Season 3 Piece Quilt Set(Includes Quilt and 2 Pillow Shams) - Soft Machine Washable Bedspread Bedding, Dark Grey, King Size","3,436",0.13%,"4,379",0.13%,99.02%,209,3,6.08%,0.09%,"$15,885.97",$223.97,208,3
B07X8LTKTR,B07JVSXYBH,"KASENTEX Country-Chic Printed Pre-Washed Quilt Set - Microfiber Fabric Quilted Pattern Bedding (Multi-Aqua Green, King + 2 Shams)","9,107",0.33%,"11,685",0.34%,96.41%,208,1,2.28%,0.01%,"$10,593.31",$49.49,206,1
B08J8DN335,B08J8BNN3P,"KASENTEX 100% Cotton Ultra Soft European Goose Down and Feather Comforter - Quilted Bedding Comforters, All Season Duvet Insert White, Queen Size","3,062",0.11%,"3,756",0.11%,98.38%,218,3,7.12%,0.10%,"$19,306.03",$268.17,206,3
B07X8LTKTR,B07JDKWGXK,"KASENTEX Country-Chic Printed Pre-Washed Quilt Set - Microfiber Fabric Quilted Pattern Bedding (Multi-Blue A, Twin + 1 Sham)","8,738",0.32%,"11,224",0.32%,97.92%,250,6,2.86%,0.07%,"$10,083.01",$237.54,205,3
B088ZGT8GM,B088W48ZTW,"KASENTEX Luxury – Boho Quilt with Decorative Floral Print Patchwork Design, Cotton Soft Bedding, Full/Queen 90x96”, Boho-Royal Garden","7,625",0.28%,"10,241",0.30%,97.57%,205,2,2.69%,0.03%,"$18,228.33",$152.98,202,2
B08BPKL25H,B08BPK2FNH,"KASENTEX 5 Piece Bed in A Bag Premium Brushed Microfiber Comforter Bedding Set – Reversible with Down Alternative Filling and Attractive Colors, Twin/Twin XL, Nimbus Grey Cloud","6,789",0.25%,"7,786",0.22%,98.47%,243,28,3.58%,0.41%,"$13,332.71","$1,510.22",202,9
B07DZVYBBW,B07MHJRZPF,"KASENTEX Quilt-Bedding-Coverlet-Blanket-Set, Machine Washable, Ultra Soft, Lightweight, Stone-Washed, Detailed Stitching - Solid Color (Dark Grey, Oversized Queen + 2 Shams)","5,358",0.20%,"6,722",0.19%,99.12%,203,1,3.79%,0.02%,"$13,368.27",$64.99,200,1
B089WFRJFX,B089WH3Z9J,"KASENTEX 2-Tone Reversible Comforter Set with Plush Down Alternative Filling - Fluffy, Ultra Soft and Machine Washable Bedding Duvet Insert, Twin, Mimosa Yellow/Victorian Silver","1,831",0.07%,"2,384",0.07%,98.62%,217,8,11.85%,0.44%,"$11,267.67",$397.84,200,8
B07XJQSD53,B08L9N9L9T,"KASENTEX All Season Down Alternative Quilted Comforter Set Reversible Ultra Soft Duvet Insert Machine Washable (White, King Set)","3,490",0.13%,"5,010",0.14%,98.70%,201,1,5.76%,0.03%,"$12,984.11",$64.34,198,1
B089WFRJFX,B089WGXNYQ,"KASENTEX 2-Tone Reversible Comforter Set with Plush Down Alternative Filling - Fluffy, Ultra Soft, and Machine Washable Bedding Duvet Insert, King, Mimosa Yellow/Victorian Silver","1,383",0.05%,"1,780",0.05%,98.60%,197,1,14.24%,0.07%,"$14,398.15",$69.99,196,1
B08JHF6BYW,B0948JKPSY,"KASENTEX Luxury Plush Sherpa Comforter, Cozy Reversible Faux Fur Machine Washable Bedding, Purple, King Size","4,059",0.15%,"4,893",0.14%,99.12%,196,4,4.83%,0.10%,"$13,349.14",$268.06,196,4
B08JHC8FSB,B08JHCNT7H,"KASENTEX Seersucker All Season Quilted Down Alternative Comforter, Reversible, Fluffy Ultra Soft Plush Luxury Brushed Microfiber Bedding Duvet Insert, Dark Grey, Twin/Twin XL Size","5,695",0.21%,"7,178",0.21%,92.30%,215,11,3.78%,0.19%,"$9,578.79",$427.95,195,5
B08J977XPD,B08J9FF2MB,"KASENTEX Premium Goose Down and Feather Pillows for Sleeping, 100% Cotton with Green Silky Piping, Breathable Plush Medium Soft - 90% Feather 10% Down Bed Sleep Pillow, Set of 2, White, Standard Size","1,821",0.07%,"2,391",0.07%,96.07%,211,2,11.59%,0.11%,"$9,144.00",$94.58,189,2
B07X8LTKTR,B07JVW3TQ5,"KASENTEX Country-Chic Printed Pre-Washed Quilt Set - Microfiber Fabric Quilted Pattern Bedding (Multi-Blue C, Twin + 1 Sham)","10,827",0.40%,"13,840",0.40%,95.84%,238,9,2.20%,0.08%,"$9,531.64",$351.51,184,5
B088ZGT8GM,B088W71MB5,"KASENTEX Luxury – Boho Quilt with Decorative Floral Print Patchwork Design, Cotton Soft Bedding, Twin/Twin XL 68x90”, Boho-Royal Garden","10,833",0.40%,"14,325",0.41%,98.20%,218,0,2.01%,0.00%,"$15,769.67",$0.00,184,0
B089WFRJFX,B089WG4YM3,"KASENTEX 2-Tone Reversible Comforter Set with Plush Down Alternative Filling - Fluffy, Ultra Soft, and Machine Washable Bedding Duvet Insert, Queen, Mimosa Yellow/Victorian Silver","1,098",0.04%,"1,370",0.04%,98.98%,184,4,16.76%,0.36%,"$11,448.93",$245.04,183,4
B07DZVYBBW,B07DZSW16M,"KASENTEX Quilt-Bedding-Coverlet-Blanket-Set, Machine Washable, Ultra Soft, Lightweight, Stone-Washed, Detailed Stitching - Solid Color (Blush Pink, King + 2 King Shams)","10,523",0.39%,"12,673",0.37%,96.63%,177,3,1.68%,0.03%,"$10,787.58",$184.42,177,3
B07DZVYBBW,B07ML4TFRS,"KASENTEX Quilt-Bedding-Coverlet-Blanket-Set, Machine Washable, Ultra Soft, Lightweight, Stone-Washed, Detailed Stitching - Solid Color (Grey Blue, Oversized Queen + 2 Shams)","5,382",0.20%,"6,621",0.19%,98.87%,175,4,3.25%,0.07%,"$11,419.55",$268.88,172,4
B09DR7GMYC,B09DHGHJBW,"KASENTEX Light Weight All Season 3 Piece Quilt Set(Includes Quilt and 2 Pillow Shams) - Soft Machine Washable Bedspread Bedding, Brown, Queen Size","2,973",0.11%,"3,977",0.11%,99.52%,173,3,5.82%,0.10%,"$11,758.29",$209.97,171,3
B098KG1WBB,B098BJSRW1,"KASENTEX 100% Cotton Ultra Soft Throw Blanket - Premium Lightweight Breathable - 400GSM Gauze Design for Home Soft Throw Blanket for Couch Sofa Bed - All Season (Sage Green, 1 Pack)","2,430",0.09%,"3,136",0.09%,95.44%,182,1,7.49%,0.04%,"$3,727.95",$25.73,170,1
B088ZGT8GM,B088W8MGPL,"KASENTEX 100% Cotton Decorative Bedspread with Floral Patchwork Design, Soft & Oversized for Better Coverage, Full/Queen 90x96, Diamond Motif Blue/Ivory","6,142",0.23%,"7,697",0.22%,99.04%,171,0,2.78%,0.00%,"$15,018.04",$0.00,168,0
